label,nose_x,nose_y,nose_z,nose_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v
C,0.468852222,0.279310405,-0.08949881,0.999814987,0.471923977,0.369004637,0.370024532,0.998555779,0.329165608,0.346735209,-0.184163198,0.999859095,0.414889723,0.432310015,-0.450474679,0.980782628,0.509942889,0.472872496,0.256376535,0.268197,0.487365961,0.327945679,-0.533079565,0.980878949,0.608459055,0.405408621,-0.024024691,0.694470584,0.466449231,0.563023984,0.181225166,0.996143222,0.38960281,0.558778644,-0.18135646,0.998831093
C,0.588053286,0.288423002,-0.163003802,0.999549031,0.572733521,0.353503138,0.282485932,0.997862935,0.407040626,0.32677418,-0.210144266,0.99989301,0.417459041,0.43143785,-0.432093263,0.98349303,0.606807828,0.453272671,0.271159321,0.340470672,0.540602028,0.331295967,-0.561006427,0.980050683,0.697906017,0.391943693,0.042876229,0.715506732,0.558760524,0.557058275,0.171573728,0.989459038,0.464871556,0.552779973,-0.171799779,0.996528268
C,0.588510334,0.294313103,-0.141242668,0.999549866,0.562923729,0.352752835,0.265627772,0.997544527,0.417623848,0.327516675,-0.225807473,0.999803424,0.446109027,0.412243366,-0.493518621,0.97671026,0.602538049,0.441213697,0.489760756,0.304552495,0.507890582,0.299764097,-0.662181318,0.979001284,0.676137567,0.379900962,0.558946192,0.674941897,0.558799565,0.561164081,0.154238909,0.989359081,0.470212609,0.55506587,-0.154351577,0.996572018
C,0.568432927,0.253131837,-0.132588536,0.999581575,0.578642786,0.343883902,0.375187039,0.998131037,0.418394238,0.324372679,-0.216911212,0.999888301,0.423294663,0.423999786,-0.499869615,0.990194082,0.622274399,0.449727297,0.320063829,0.309369832,0.579089999,0.340982795,-0.646690905,0.98641026,0.705311298,0.421247035,0.074550636,0.696490645,0.576070547,0.554989159,0.195823535,0.989805341,0.481139153,0.552210867,-0.195811287,0.996917307
C,0.562721431,0.256963342,-0.26829654,0.999651611,0.589021444,0.346903056,0.264851332,0.998507023,0.420237422,0.323020488,-0.271574646,0.999875307,0.448658407,0.415990323,-0.603396475,0.990087152,0.657853603,0.449554205,0.195303991,0.421018422,0.559495628,0.306104839,-0.804924726,0.988110244,0.707483649,0.382074386,-0.103719905,0.760676563,0.575594723,0.558769405,0.181854025,0.991277575,0.481859773,0.55343467,-0.181962714,0.997306466
C,0.587335348,0.285820842,-0.142413482,0.99947083,0.565687954,0.353640944,0.259004354,0.997819245,0.412915826,0.325601786,-0.23514615,0.999826193,0.441743076,0.419266462,-0.458621562,0.979254723,0.606197119,0.449710399,0.384785205,0.302408546,0.515370309,0.304900706,-0.575276375,0.978911877,0.68412441,0.37827158,0.350814223,0.697485507,0.563460886,0.559042335,0.164019138,0.98935169,0.473307073,0.552898049,-0.164124027,0.996486068
C,0.557843447,0.257772416,-0.182774246,0.999559939,0.587321103,0.339743644,0.311423033,0.998314857,0.416316569,0.325759202,-0.231832698,0.999857306,0.448185414,0.424103975,-0.539231777,0.989934742,0.673536062,0.423758507,0.199368745,0.404839814,0.571917236,0.316234797,-0.676173508,0.987896264,0.712783337,0.39392975,-0.132578492,0.74290669,0.574347675,0.556078494,0.180460364,0.990995169,0.479460925,0.553521276,-0.180572033,0.996931732
C,0.478952169,0.270246238,-0.20351623,0.999711871,0.479909837,0.369278461,0.346182793,0.998476744,0.349111736,0.348719269,-0.251817822,0.999875486,0.434637189,0.444771141,-0.564966619,0.982533872,0.523873448,0.479187846,0.229260847,0.302496642,0.512356222,0.335676938,-0.763961554,0.979105353,0.621179879,0.400756121,-0.120668776,0.718086302,0.480449408,0.564414024,0.196798503,0.992950857,0.405881315,0.559301436,-0.196975172,0.997653127
C,0.509367228,0.273175955,-0.111786991,0.999622583,0.5103755,0.362591118,0.296221793,0.99803555,0.348553449,0.348057181,-0.253482759,0.999602616,0.431420326,0.429385066,-0.356328189,0.96208775,0.53912431,0.467388362,0.063935809,0.340473831,0.454785615,0.32439518,-0.285657138,0.965010762,0.571723104,0.384386748,-0.457420379,0.703457355,0.484517992,0.559040666,0.186730742,0.993325412,0.405739814,0.555211484,-0.186928928,0.997355759
C,0.482958555,0.277100205,-0.114840455,0.999824047,0.489611804,0.363011032,0.367927372,0.998087883,0.349274248,0.346664876,-0.209330574,0.999821901,0.437840849,0.43543914,-0.4747774,0.978564382,0.522681236,0.466514081,0.226636589,0.263164222,0.525906742,0.335045129,-0.554113626,0.97706008,0.60629195,0.388919979,-0.095053896,0.665247798,0.484014958,0.560614228,0.183288276,0.99562037,0.404508352,0.557230353,-0.183470473,0.998562813
C,0.498316526,0.283275634,-0.079406247,0.999786854,0.502020299,0.362358898,0.344009995,0.997565031,0.359308779,0.346147507,-0.167677239,0.999740243,0.44136253,0.424297124,-0.381477684,0.969247341,0.534826279,0.46537745,0.19605802,0.269197285,0.471137971,0.322407693,-0.506125331,0.972375631,0.576816976,0.382765144,-0.13853313,0.646719992,0.492675215,0.557656229,0.178422943,0.995262742,0.418773204,0.552599609,-0.178687692,0.998375595
C,0.577493668,0.291336358,-0.015019654,0.999724567,0.533734798,0.358189195,0.420968056,0.998378396,0.396814793,0.328411251,-0.169513032,0.999885023,0.385851532,0.432061225,-0.335921973,0.981123805,0.56846112,0.458859712,0.401892483,0.279321969,0.547746181,0.42178449,-0.409437567,0.979407489,0.664990187,0.471385151,-0.06636294,0.727566123,0.556608558,0.560259104,0.194320425,0.993193328,0.463565856,0.558699429,-0.194433659,0.997759283
C,0.593468487,0.290741384,-0.139220819,0.99936229,0.56836611,0.352198839,0.283791542,0.997748971,0.409642369,0.326103479,-0.221237302,0.999879241,0.421373397,0.431521297,-0.420005381,0.983840406,0.601915658,0.459436744,0.298000216,0.295698434,0.547242522,0.333749443,-0.519640863,0.982955694,0.705955565,0.396262676,0.045423534,0.70688796,0.559792399,0.560009181,0.173682898,0.988565981,0.464881271,0.556349218,-0.173771918,0.996280909
C,0.59442848,0.286105335,-0.105817333,0.999383569,0.577616632,0.349227309,0.29609853,0.997864306,0.413795024,0.322422951,-0.178686634,0.999880552,0.430799365,0.423696786,-0.371015102,0.985620677,0.634093046,0.441733092,0.293362379,0.33561632,0.564142466,0.316724509,-0.331870288,0.980857551,0.710515499,0.390160531,0.052397754,0.697267354,0.571237922,0.557316542,0.164048001,0.987545788,0.476999819,0.552915037,-0.164134592,0.995686471
C,0.5954175,0.290645093,-0.14985612,0.999483407,0.575330794,0.340612322,0.289642721,0.997993052,0.422265291,0.323053122,-0.240054354,0.999804735,0.470691949,0.401647121,-0.528952897,0.981074035,0.626212239,0.416951776,0.615134716,0.324622542,0.508694291,0.287333429,-0.69927299,0.981525958,0.683483183,0.366961956,0.826509893,0.681446075,0.570477188,0.558542371,0.163311884,0.989625096,0.479465544,0.553594828,-0.163420409,0.996509075
C,0.591501892,0.295214087,-0.133906722,0.99946475,0.569354713,0.340484887,0.27846694,0.997938752,0.420728922,0.323249251,-0.234826118,0.999766052,0.464796633,0.402457088,-0.444662839,0.97868228,0.626283288,0.418656439,0.462879777,0.303676516,0.50859642,0.294713676,-0.539073944,0.981983721,0.682378709,0.371191949,0.402356297,0.656347334,0.569949269,0.558153033,0.161459759,0.989882588,0.480494648,0.553231359,-0.161567554,0.996679604
C,0.487205356,0.273066223,-0.106800802,0.999772072,0.502183199,0.368575305,0.318022907,0.99845612,0.347462595,0.346841961,-0.214698985,0.999777019,0.434160084,0.430994064,-0.434982806,0.975774288,0.542387903,0.471491426,0.141908139,0.388992429,0.462089121,0.32424438,-0.494544536,0.979633749,0.590765476,0.383837014,-0.274004012,0.747884989,0.478586197,0.562616587,0.183507264,0.994570732,0.398168057,0.556906879,-0.183778018,0.998036146
C,0.491841823,0.272478193,-0.122826882,0.999602973,0.502565444,0.359657615,0.291232347,0.997520745,0.343126923,0.346038222,-0.22077401,0.999513745,0.428423256,0.427057058,-0.406244218,0.9611184,0.532999158,0.464589506,0.110740557,0.343520761,0.443754971,0.321827769,-0.470560849,0.968601286,0.567233801,0.388827175,-0.258130699,0.664906859,0.479615211,0.562211215,0.16754967,0.993323743,0.398357898,0.557140529,-0.167729497,0.997375369
C,0.492315471,0.273864686,-0.149114326,0.999664724,0.484247953,0.360965699,0.294641405,0.997803867,0.343325227,0.346427292,-0.237740606,0.999520123,0.427586347,0.429971933,-0.493183315,0.960507989,0.523528218,0.46381709,0.211431384,0.354817331,0.44902122,0.324120432,-0.60299629,0.969492674,0.573855281,0.386413068,-0.079293758,0.694771051,0.47429812,0.56237334,0.173892722,0.993503094,0.3989878,0.558355689,-0.174077421,0.997371972
C,0.502777398,0.276434392,-0.179245576,0.999828279,0.520336688,0.365865797,0.266334057,0.998060346,0.363583058,0.346783847,-0.225434422,0.99974674,0.449406743,0.42477259,-0.535670757,0.976966679,0.548981607,0.468216807,0.049630839,0.330338448,0.490052909,0.317635387,-0.719332278,0.978805661,0.603892744,0.378886431,-0.374898791,0.707453966,0.498870671,0.562611997,0.165470615,0.9951033,0.409977078,0.557193756,-0.165659517,0.998318493
C,0.5108248,0.272930652,-0.16568099,0.999762297,0.520042181,0.362445712,0.256217808,0.997345686,0.366559386,0.345771164,-0.24917753,0.99957633,0.448846102,0.422506601,-0.50658828,0.963848233,0.545638978,0.463881224,0.041497223,0.319334,0.461406648,0.31953451,-0.649851978,0.967879951,0.57091248,0.376821637,-0.384345978,0.67745775,0.50323844,0.562888801,0.168187529,0.994380474,0.414700478,0.557975888,-0.168384612,0.997992218
C,0.510428548,0.274584264,-0.161720693,0.999718785,0.517912388,0.363223881,0.263689995,0.996937692,0.365722507,0.345811516,-0.250944495,0.999444842,0.449551076,0.422730535,-0.521581352,0.952834249,0.543868661,0.463199466,0.059469741,0.306052923,0.462795407,0.319039315,-0.706764579,0.961124301,0.580304742,0.378888756,-0.371168315,0.65374583,0.502993822,0.562387168,0.168084562,0.993751109,0.415747523,0.558178842,-0.168286189,0.997643232
C,0.587410092,0.285246223,-0.168140858,0.999530435,0.575644791,0.355622888,0.277632862,0.997927785,0.410884917,0.325537235,-0.202428639,0.999859989,0.420736253,0.431111544,-0.420608521,0.983967721,0.610677063,0.457069188,0.270841539,0.351986527,0.543123305,0.326555997,-0.534211814,0.983649075,0.701076269,0.387173861,0.016633119,0.733048916,0.562028527,0.557893932,0.172547206,0.989621758,0.467125535,0.554998279,-0.172728956,0.996386051
C,0.593234539,0.285077363,-0.159596384,0.999639809,0.569832265,0.360520601,0.268161625,0.998049736,0.419167757,0.325776786,-0.241037309,0.999813557,0.44120878,0.414148808,-0.503302693,0.97887969,0.610916793,0.457752943,0.340314358,0.349638551,0.506606996,0.301424116,-0.671733737,0.982254624,0.683983147,0.377591223,0.210145786,0.742756665,0.560680032,0.56194365,0.158746362,0.990431249,0.470446467,0.555921555,-0.158884048,0.996813715
C,0.592984617,0.288024276,-0.161749244,0.999660552,0.568344772,0.3582654,0.254625559,0.997929573,0.417586684,0.325908959,-0.247114852,0.999764562,0.438413829,0.415366769,-0.492648691,0.975113511,0.609362662,0.454802901,0.332847923,0.332701296,0.506850541,0.308431983,-0.600851059,0.981468976,0.676878333,0.381263942,0.212529272,0.731044412,0.561910629,0.561960399,0.157863334,0.990162134,0.471456468,0.555862367,-0.158008695,0.996813655
C,0.594152927,0.29446891,-0.122043453,0.999616027,0.581552565,0.352591038,0.26944533,0.998282492,0.415137023,0.32478565,-0.215646654,0.999884367,0.449512154,0.41377309,-0.384445578,0.985456705,0.623827696,0.452166557,0.357431561,0.382019103,0.550192237,0.301596284,-0.420996547,0.982496083,0.710038602,0.374211669,0.255143613,0.750480235,0.571273804,0.558757484,0.155733302,0.988378823,0.475684732,0.555373967,-0.155781463,0.996519923
C,0.594623864,0.299058527,-0.172262102,0.999559283,0.582162559,0.345495194,0.251856863,0.997857392,0.427862942,0.325758249,-0.256975591,0.999811471,0.477752328,0.40169099,-0.542588413,0.979639649,0.627730846,0.428222179,0.535521269,0.347030103,0.520169973,0.291596562,-0.704888046,0.980408967,0.68294853,0.361879796,0.705063999,0.691046417,0.56977272,0.561424136,0.151579559,0.989733994,0.478358865,0.556634724,-0.151621521,0.997041643
C,0.594228208,0.299836397,-0.143972248,0.999554515,0.569411874,0.346920997,0.246082112,0.997889578,0.418268621,0.325073391,-0.232267588,0.999759912,0.466144323,0.405947894,-0.401388347,0.975096881,0.625838876,0.436190575,0.360416621,0.340433985,0.519883573,0.300281018,-0.446042091,0.979521036,0.682789564,0.370324105,0.232803598,0.6887483,0.57035917,0.561141431,0.149689928,0.99003011,0.479340166,0.556623638,-0.149726853,0.997047663
C,0.484768659,0.271359742,-0.214365929,0.999782383,0.493827045,0.36691615,0.289030641,0.998445511,0.335520953,0.345733434,-0.245956644,0.999786973,0.424708873,0.433649629,-0.506870806,0.978067219,0.530934095,0.471809059,0.147570655,0.363620609,0.462528288,0.322157621,-0.628645837,0.980430067,0.598442316,0.380496025,-0.225624248,0.756055534,0.475457728,0.562258482,0.182777941,0.993820608,0.389581114,0.5581429,-0.182969317,0.997765541
C,0.508354425,0.278942019,-0.132695794,0.999306023,0.500222266,0.359649092,0.263962716,0.996236324,0.32956022,0.345475644,-0.265650421,0.999477386,0.421978593,0.427215725,-0.364584774,0.962057352,0.528498232,0.463053584,0.206560344,0.281923324,0.437997073,0.319892883,-0.385239035,0.966923177,0.563601255,0.439532131,-0.091917388,0.561523557,0.486039221,0.561594665,0.167531133,0.990633368,0.391326517,0.558878839,-0.167669997,0.996426404
C,0.505428851,0.280309886,-0.115544207,0.999319434,0.489281148,0.363264233,0.304674923,0.996114135,0.327436119,0.344631076,-0.183175832,0.999395251,0.4075948,0.429183334,-0.419771969,0.956094682,0.526517332,0.462273747,0.139348343,0.299158186,0.44078213,0.322006613,-0.561663568,0.965315044,0.571257591,0.383951575,-0.262219936,0.589491725,0.485152662,0.560618699,0.164899737,0.990146875,0.394191891,0.55836004,-0.165066615,0.99611634
C,0.492421508,0.273453951,-0.119390316,0.999818146,0.503420889,0.363922566,0.33084929,0.998227358,0.35500142,0.345619917,-0.178091392,0.999742329,0.437886089,0.426701307,-0.453125596,0.973595142,0.540756345,0.469015449,0.118153177,0.339203209,0.470580488,0.323426217,-0.54343313,0.977752149,0.585180938,0.37922594,-0.312089473,0.747174978,0.494184732,0.559716702,0.171018958,0.995757401,0.409142911,0.55399859,-0.171278939,0.998481393
C,0.500995159,0.272968739,-0.082253374,0.999540865,0.500096083,0.354880899,0.328417093,0.996155322,0.351797611,0.345992088,-0.236309603,0.999591947,0.435060322,0.426090449,-0.348028451,0.970617175,0.515120447,0.459848076,0.364583194,0.257867575,0.452760458,0.32157594,-0.272981316,0.97116214,0.542208791,0.465633541,0.156496972,0.55819726,0.495754123,0.558837831,0.167464286,0.994609356,0.409740984,0.555115938,-0.167662531,0.998201728
C,0.500247359,0.272757381,-0.08728388,0.999500036,0.492293388,0.358406276,0.333134204,0.995854259,0.349164844,0.34615168,-0.177005664,0.999533415,0.430013597,0.427128822,-0.423481882,0.966244102,0.516696572,0.457674891,0.207890823,0.238306999,0.457038939,0.323589981,-0.551995337,0.970422626,0.569081783,0.383305818,-0.1234295,0.540972292,0.490188092,0.557602108,0.166889027,0.994005501,0.409290433,0.553838193,-0.167075723,0.997963905
C,0.584610403,0.251311928,-0.17851235,0.999823153,0.578467846,0.354702622,0.286478758,0.998564839,0.428967059,0.324555069,-0.303509206,0.999824703,0.451244324,0.412586123,-0.620441377,0.985642791,0.632028103,0.449966073,0.240884587,0.391399145,0.530536592,0.302516073,-0.78647387,0.986034393,0.698262691,0.36616528,0.017822072,0.749334753,0.56946075,0.563326895,0.167929813,0.994717598,0.478714019,0.556148589,-0.168029577,0.998429716
C,0.585758507,0.248747885,-0.206157297,0.99979502,0.585237563,0.353770167,0.235941991,0.998550653,0.426656455,0.324772567,-0.312765002,0.999715924,0.452387303,0.41586864,-0.635078549,0.979506135,0.633729398,0.450497836,0.065413743,0.434457928,0.519176126,0.299437493,-0.82687372,0.983322442,0.689621389,0.370108992,-0.326731831,0.785984457,0.575404465,0.5627262,0.16918008,0.994445741,0.479318678,0.555066705,-0.169297308,0.99834305
C,0.538939118,0.261177808,-0.289682627,0.999818981,0.592092276,0.346507549,0.249627978,0.998791754,0.425278872,0.327034444,-0.248038545,0.99976027,0.450450152,0.420981437,-0.606555581,0.983106256,0.641673386,0.447925091,0.031748064,0.504338741,0.552692294,0.317175448,-0.819353878,0.986952364,0.703532517,0.378077745,-0.447368205,0.830601811,0.575012445,0.560211241,0.163920909,0.994735956,0.478528708,0.554468572,-0.164038599,0.998486996
C,0.589781404,0.292292237,-0.144364074,0.999438941,0.580332756,0.35488233,0.279086053,0.998212218,0.409157783,0.323982179,-0.216604501,0.999854445,0.435541689,0.425487429,-0.397180378,0.982873976,0.623944104,0.45513317,0.258879513,0.374993801,0.549747169,0.316503048,-0.443615228,0.976106644,0.708435953,0.378713131,0.002881448,0.720414758,0.571548223,0.560084403,0.173249602,0.98732996,0.475022197,0.555059254,-0.173415527,0.995492339
C,0.590863228,0.295361757,-0.174148172,0.999458015,0.580034077,0.349042684,0.231082708,0.998048782,0.413675576,0.322870493,-0.232704833,0.999779105,0.456437379,0.411656499,-0.431643605,0.975451767,0.623345554,0.445788145,0.23436746,0.371269882,0.51951164,0.295123905,-0.508184135,0.973015785,0.677806795,0.36816743,0.153087482,0.708556116,0.570880711,0.561970294,0.158392534,0.988474846,0.477696478,0.556619763,-0.15855138,0.995919168
C,0.591493368,0.29734996,-0.166346967,0.99945575,0.570274413,0.345033616,0.251324922,0.997820556,0.417070568,0.32228142,-0.243391141,0.999742568,0.455424547,0.409234881,-0.45242098,0.971552312,0.619993567,0.438253433,0.375252455,0.335410863,0.515840054,0.295551538,-0.545467079,0.972182333,0.672263443,0.369769365,0.311625123,0.665535569,0.567563593,0.561796248,0.159766704,0.98883462,0.479111463,0.556798339,-0.159872144,0.996097803
C,0.500523388,0.286506385,-0.184931338,0.999734461,0.492562413,0.374883562,0.276938111,0.998297572,0.3381221,0.344074279,-0.256242305,0.999741435,0.420711458,0.424448043,-0.508319318,0.960305989,0.52919203,0.473548055,0.184080467,0.359589487,0.439183027,0.321111262,-0.647165358,0.967304587,0.581663132,0.382641077,-0.127305031,0.716662347,0.46642679,0.566058636,0.184656218,0.99271822,0.389317065,0.560810149,-0.184932575,0.997057319
C,0.507139027,0.290627211,-0.134542927,0.999403298,0.491855174,0.362989694,0.277541786,0.996420503,0.337052852,0.344411582,-0.256108582,0.999545097,0.4195216,0.425129443,-0.409191847,0.944485128,0.511570096,0.465032071,0.292186469,0.272080034,0.433645219,0.32079953,-0.438959569,0.953592122,0.557076275,0.43092069,0.096856207,0.532406986,0.466781944,0.56535691,0.183165446,0.991178989,0.393298507,0.561499238,-0.183443904,0.99643296
C,0.5015347,0.300492764,-0.145893767,0.999517381,0.487792075,0.372764975,0.271386206,0.996999264,0.333472669,0.348177791,-0.209972039,0.999530554,0.414643466,0.429910183,-0.436017007,0.940702558,0.515731096,0.466897249,0.260992676,0.306079715,0.438147366,0.324950725,-0.592134774,0.954982817,0.579828441,0.390189737,0.062101405,0.598984897,0.46810621,0.565964282,0.169556811,0.991695464,0.393409103,0.562806368,-0.169815376,0.996504366
C,0.489023924,0.283015519,-0.135065719,0.999751806,0.500440836,0.36800909,0.310318321,0.997460842,0.343357682,0.348229289,-0.17715387,0.999669731,0.430258065,0.425714165,-0.472862363,0.97270447,0.540379643,0.465209216,0.147266135,0.297458053,0.468312204,0.319117516,-0.651888371,0.975941718,0.58802408,0.378981829,-0.189208329,0.680407643,0.492699236,0.560519636,0.157576665,0.993987978,0.401836544,0.557745814,-0.157743618,0.997736931
C,0.496731699,0.275908858,-0.095869109,0.999492407,0.496737063,0.360582948,0.300093591,0.994863987,0.345515937,0.346837252,-0.212967768,0.999448955,0.427259266,0.422415495,-0.363265961,0.963758528,0.513624132,0.460179716,0.360969931,0.234037459,0.442390412,0.323225588,-0.363686144,0.968056858,0.549325049,0.454939216,0.211261392,0.522264719,0.493861735,0.561002791,0.156956613,0.992331088,0.406192511,0.558923662,-0.157127991,0.997211397
C,0.497267336,0.276064426,-0.073387273,0.999382794,0.49283585,0.359633774,0.324283212,0.994512916,0.347533375,0.34727037,-0.18736811,0.999368131,0.430029631,0.424518496,-0.352670789,0.963065028,0.511870444,0.456881553,0.202958405,0.211776406,0.444849372,0.323856175,-0.35395363,0.967515707,0.555279672,0.400799841,-0.14461261,0.470711529,0.492660254,0.560298562,0.160486683,0.992076099,0.407527238,0.558075726,-0.160627201,0.99707818
C,0.49423328,0.276167959,-0.114095941,0.999522507,0.491814435,0.364239186,0.349416316,0.995786548,0.347229034,0.347336143,-0.191042125,0.999420822,0.428418905,0.432664961,-0.434396386,0.964536488,0.526089728,0.464920193,0.227600381,0.267906189,0.470502079,0.320538551,-0.528823674,0.972149253,0.592846274,0.390258104,-0.080901802,0.574201941,0.488299191,0.559475899,0.171132162,0.992958069,0.407795101,0.555841684,-0.171346933,0.99725163
C,0.575022757,0.255238026,-0.196764678,0.999852061,0.578956425,0.356639355,0.261316061,0.99852556,0.429051399,0.323650539,-0.298671901,0.999837279,0.449461669,0.409149647,-0.664775193,0.985760868,0.621071994,0.455532044,0.146348819,0.38019073,0.532895029,0.295685649,-0.90081799,0.9851228,0.696384132,0.368485481,-0.164843857,0.748789191,0.565456152,0.56072098,0.165434957,0.994748294,0.47368902,0.553825259,-0.165519074,0.998481929
C,0.581484079,0.25535661,-0.237500668,0.999774694,0.582455516,0.35577181,0.233197108,0.997660637,0.431214154,0.324456573,-0.328694552,0.999697447,0.460672915,0.408376187,-0.677769363,0.976810634,0.617435992,0.450860739,0.101888657,0.342032582,0.523338377,0.297452748,-0.918472528,0.979934931,0.680550635,0.375976652,-0.177538276,0.712196767,0.565715253,0.56150645,0.169714347,0.994254112,0.474691331,0.554281294,-0.169885099,0.998419523
C,0.538835764,0.259481102,-0.256488234,0.999824464,0.58107692,0.348796695,0.269561648,0.998199642,0.428992301,0.325406224,-0.233325079,0.999748945,0.456042111,0.418720365,-0.588124037,0.979326546,0.645629764,0.440376878,0.182049051,0.415906906,0.558105469,0.312715888,-0.774644375,0.983831465,0.698979259,0.389411896,-0.158811972,0.772580087,0.562990189,0.559541821,0.162167102,0.994749784,0.473754883,0.552911758,-0.162307471,0.99859339
C,0.595849693,0.292405069,-0.122720711,0.999446213,0.578731,0.351018071,0.263834059,0.998137474,0.41291073,0.324454248,-0.230073839,0.999830782,0.458292127,0.409902602,-0.39338997,0.982946038,0.621659398,0.45017302,0.332525283,0.354864895,0.539574921,0.300037295,-0.421580821,0.978563905,0.708024144,0.3687962,0.221937284,0.701777816,0.573355556,0.558616579,0.162108079,0.987600207,0.478880644,0.556188405,-0.16217865,0.995936573
C,0.595424116,0.295162529,-0.14097482,0.999447525,0.580316901,0.34123385,0.254321069,0.997875869,0.425333619,0.322854459,-0.238869891,0.999741852,0.466476858,0.408528924,-0.429449588,0.975714684,0.628713906,0.433552623,0.369652808,0.339453131,0.519300222,0.300120443,-0.462497175,0.975246072,0.678197145,0.364220142,0.233109772,0.660993159,0.570535123,0.558941901,0.15767239,0.988868713,0.479851931,0.555462122,-0.15774937,0.996375322
C,0.599713504,0.295721978,-0.141048327,0.999481976,0.580094755,0.346737057,0.252116829,0.998226404,0.421551704,0.32315743,-0.214722842,0.99971807,0.456317931,0.418748021,-0.344979346,0.975111187,0.627542973,0.450737149,0.241975531,0.389360249,0.539158762,0.309507042,-0.34162572,0.97652787,0.684650183,0.37163496,-0.027379235,0.715788364,0.570364058,0.559007585,0.157082677,0.989653647,0.479938328,0.555348933,-0.157155156,0.996391773
C,0.485375226,0.282773644,-0.162501201,0.999781907,0.495989293,0.374170452,0.305948645,0.99829185,0.343124747,0.346982956,-0.228049189,0.99983573,0.428859949,0.429670215,-0.526896894,0.97862637,0.527088821,0.471710235,0.115895621,0.307735652,0.477891028,0.320258528,-0.693575621,0.979472637,0.594045222,0.386351109,-0.299156398,0.706047177,0.469631642,0.564164281,0.179264843,0.994030893,0.390128672,0.559272289,-0.179495037,0.997922719
C,0.501707852,0.278016597,-0.149244145,0.999693274,0.491275549,0.365048766,0.255463094,0.997550428,0.34829402,0.34661296,-0.281359971,0.999620378,0.419591397,0.427417725,-0.455011815,0.961300015,0.510615408,0.465917021,0.068242468,0.306202203,0.44382304,0.327592015,-0.45522961,0.963822603,0.548628747,0.383783579,-0.384496331,0.670164585,0.475631326,0.565676987,0.176694661,0.99330163,0.396715671,0.561880946,-0.176870063,0.997453451
C,0.505923092,0.276723236,-0.140408769,0.999817729,0.506799996,0.362604171,0.30682233,0.998420298,0.361318231,0.344581366,-0.232024893,0.999760449,0.442451358,0.430714607,-0.478355736,0.970368207,0.535407901,0.468298435,0.096843183,0.321015656,0.479513317,0.329239517,-0.5754776,0.973898292,0.585847497,0.383645535,-0.365951717,0.713619888,0.487790823,0.562421024,0.176192105,0.994901061,0.406760424,0.557619691,-0.176436484,0.998090982
C,0.509918928,0.275889724,-0.148938343,0.999646306,0.507563293,0.3613635,0.274518371,0.99688077,0.359814048,0.346279621,-0.24748455,0.999551833,0.439126521,0.427951068,-0.477723271,0.956248283,0.531312406,0.464350462,0.075612351,0.265372306,0.458984524,0.323978215,-0.619680882,0.96062547,0.569084644,0.382833689,-0.339033544,0.598700702,0.489458233,0.563520849,0.175855801,0.993614137,0.407384366,0.55938518,-0.176102996,0.997566819
C,0.498660147,0.277712882,-0.206058368,0.999598265,0.509097993,0.361789703,0.266922504,0.99705869,0.354887187,0.347464204,-0.253520101,0.99946928,0.434087783,0.430137306,-0.517202497,0.951643109,0.530666113,0.466000229,0.128139243,0.292689532,0.467606217,0.323599219,-0.676542521,0.96086508,0.577790499,0.383535832,-0.16526331,0.620198488,0.487227499,0.562687993,0.173114553,0.993210018,0.405873686,0.558579266,-0.173387662,0.997145534
C,0.571290731,0.258904815,-0.209615827,0.999764144,0.573835135,0.348518699,0.288756907,0.998515487,0.419330329,0.32393983,-0.269543171,0.999864757,0.456272811,0.412274957,-0.603630781,0.986081421,0.614119828,0.448579878,0.257134527,0.322933853,0.536046088,0.305690676,-0.794340611,0.98141855,0.695654154,0.376257509,0.015353386,0.68035841,0.565080106,0.557956159,0.178446397,0.993275464,0.475652367,0.553142071,-0.178579748,0.997897983
C,0.58402741,0.256609559,-0.184429184,0.999758124,0.576378226,0.351745129,0.266413927,0.997970879,0.424719602,0.324674815,-0.297592282,0.999747992,0.463145822,0.409846783,-0.618480682,0.978123546,0.614334106,0.44899109,0.172208697,0.300065488,0.510725975,0.295695662,-0.818103075,0.979293406,0.685119212,0.368952543,-0.125798166,0.674453855,0.566413581,0.560910046,0.174333394,0.993614554,0.475688875,0.554105163,-0.174480543,0.998050869
C,0.551128864,0.259892672,-0.28796953,0.999790251,0.575641513,0.345007867,0.247215286,0.998201668,0.419517785,0.325465381,-0.264058381,0.999735296,0.458338529,0.415243149,-0.607557356,0.978739202,0.619558811,0.448509723,0.174920768,0.348317116,0.533952475,0.306186259,-0.841218174,0.982967436,0.69405371,0.373680681,-0.12269979,0.739536524,0.569487512,0.560321331,0.164737031,0.994063199,0.476678044,0.554600894,-0.164869308,0.99823451
